date,region,category,orders,units,revenue
2026-07-04,South India,Apparel,137,200,349179.73
2026-07-04,South India,Accessories,111,149,220110.14
2026-07-04,South India,Footwear,138,247,257893.9
2026-07-05,West India,Apparel,207,354,395633.6
2026-07-05,West India,Accessories,95,153,231610.16
2026-07-05,West India,Footwear,128,199,295935.86
2026-07-05,North India,Apparel,142,209,307195.2
2026-07-05,North India,Accessories,98,166,190978.04
2026-07-05,North India,Footwear,131,186,253331.54
2026-07-05,South India,Apparel,168,276,348627.57
2026-07-05,South India,Accessories,110,185,206625.13
2026-07-05,South India,Footwear,133,218,262593.39
2026-07-06,West India,Apparel,158,250,322131.06
2026-07-06,West India,Accessories,94,151,211997.4
2026-07-06,West India,Footwear,120,164,277209.52
2026-07-06,North India,Apparel,114,187,268352.76
2026-07-06,North India,Accessories,77,115,167101.71
2026-07-06,North India,Footwear,105,159,209005.57
2026-07-06,South India,Apparel,163,279,325477.88
2026-07-06,South India,Accessories,75,115,180826.64
2026-07-06,South India,Footwear,106,186,244945.6
2026-07-07,West India,Apparel,148,236,330255.86
2026-07-07,West India,Accessories,121,188,225886.54
2026-07-07,West India,Footwear,97,150,247290.03
2026-07-07,North India,Apparel,119,181,307110.82
2026-07-07,North India,Accessories,93,125,184582.64
2026-07-07,North India,Footwear,107,180,229728.0
2026-07-07,South India,Apparel,159,252,291712.92
2026-07-07,South India,Accessories,75,103,192396.94
2026-07-07,South India,Footwear,117,189,242970.59
2026-07-08,West India,Apparel,145,205,351284.63
2026-07-08,West India,Accessories,102,171,224653.87
2026-07-08,West India,Footwear,110,155,287335.25
2026-07-08,North India,Apparel,152,217,305838.4
2026-07-08,North India,Accessories,71,127,184782.02
2026-07-08,North India,Footwear,103,178,240292.16
2026-07-08,South India,Apparel,167,261,329390.83
2026-07-08,South India,Accessories,94,142,192745.49
2026-07-08,South India,Footwear,101,177,263838.9
2026-07-09,West India,Apparel,179,261,360978.53
2026-07-09,West India,Accessories,98,152,221267.33
2026-07-09,West India,Footwear,130,217,276495.59
2026-07-09,North India,Apparel,140,190,289585.16
2026-07-09,North India,Accessories,77,117,191090.11
2026-07-09,North India,Footwear,89,140,216594.79
2026-07-09,South India,Apparel,152,211,312338.95
2026-07-09,South India,Accessories,97,129,197881.05
2026-07-09,South India,Footwear,110,144,251054.74
2026-07-10,West India,Apparel,195,312,377127.76
2026-07-10,West India,Accessories,107,142,230754.87
2026-07-10,West India,Footwear,116,151,293964.53
2026-07-10,North India,Apparel,121,190,306998.39
2026-07-10,North India,Accessories,98,159,193322.71
2026-07-10,North India,Footwear,103,182,236021.16
2026-07-10,South India,Apparel,150,230,306497.84
2026-07-10,South India,Accessories,107,141,213148.73
2026-07-10,South India,Footwear,113,147,268126.05
2026-07-11,West India,Apparel,153,245,355257.6
2026-07-11,West India,Accessories,97,160,238564.11
2026-07-11,West India,Footwear,141,225,308733.86
2026-07-11,North India,Apparel,163,230,300285.05
2026-07-11,North India,Accessories,89,123,190440.82
2026-07-11,North India,Footwear,95,133,243801.12
2026-07-11,South India,Apparel,193,340,351157.08
2026-07-11,South India,Accessories,113,190,204554.44
2026-07-11,South India,Footwear,104,185,263830.83
2026-07-12,West India,Apparel,203,350,379281.28
2026-07-12,West India,Accessories,105,158,240656.88
2026-07-12,West India,Footwear,156,260,301083.79
2026-07-12,North India,Apparel,127,219,304612.36
2026-07-12,North India,Accessories,92,133,204136.92
2026-07-12,North India,Footwear,101,149,242012.95
2026-07-12,South India,Apparel,174,266,343966.1
2026-07-12,South India,Accessories,84,118,201646.89
2026-07-12,South India,Footwear,131,226,276275.39
2026-07-13,West India,Apparel,135,238,311731.33
2026-07-13,West India,Accessories,84,150,198623.17
2026-07-13,West India,Footwear,131,214,245744.57
2026-07-13,North India,Apparel,141,216,262769.45
2026-07-13,North India,Accessories,83,121,168603.45
2026-07-13,North India,Footwear,93,160,206850.59
2026-07-13,South India,Apparel,115,186,296503.45
2026-07-13,South India,Accessories,69,106,174514.94
2026-07-13,South India,Footwear,115,189,222023.53
2026-07-14,West India,Apparel,167,228,338992.76
2026-07-14,West India,Accessories,95,148,203553.02
2026-07-14,West India,Footwear,140,225,257209.05
2026-07-14,North India,Apparel,116,157,270041.47
2026-07-14,North India,Accessories,88,134,177002.53
2026-07-14,North India,Footwear,90,134,222319.78
2026-07-14,South India,Apparel,130,170,297353.34
2026-07-14,South India,Accessories,90,135,187291.46
2026-07-14,South India,Footwear,91,161,222859.61
2026-07-15,West India,Apparel,150,252,343238.65
2026-07-15,West India,Accessories,88,142,213992.69
2026-07-15,West India,Footwear,100,132,260638.83
2026-07-15,North India,Apparel,126,173,282661.49
2026-07-15,North India,Accessories,65,85,170609.66
2026-07-15,North India,Footwear,87,127,216959.69
2026-07-15,South India,Apparel,113,173,292867.93
2026-07-15,South India,Accessories,74,106,189918.93
2026-07-15,South India,Footwear,127,192,238780.63
2026-07-16,West India,Apparel,154,274,340047.68
2026-07-16,West India,Accessories,94,162,208313.42
2026-07-16,West India,Footwear,122,210,247446.24
2026-07-16,North India,Apparel,128,228,286342.05
2026-07-16,North India,Accessories,84,110,173220.5
2026-07-16,North India,Footwear,113,185,222635.37
2026-07-16,South India,Apparel,133,190,311521.0
2026-07-16,South India,Accessories,92,152,192660.19
2026-07-16,South India,Footwear,109,188,228522.95
2026-07-17,West India,Apparel,179,313,353001.41
2026-07-17,West India,Accessories,112,173,205508.45
2026-07-17,West India,Footwear,140,234,280036.64
2026-07-17,North India,Apparel,120,212,293824.15
2026-07-17,North India,Accessories,71,117,170308.48
2026-07-17,North India,Footwear,104,143,217167.02
2026-07-17,South India,Apparel,141,195,314649.94
2026-07-17,South India,Accessories,109,192,199023.98
2026-07-17,South India,Footwear,131,177,240546.64
2026-07-18,West India,Apparel,166,218,337161.31
2026-07-18,West India,Accessories,112,166,220076.98
2026-07-18,West India,Footwear,136,199,283075.41
2026-07-18,North India,Apparel,171,239,312289.23
2026-07-18,North India,Accessories,74,130,191956.88
2026-07-18,North India,Footwear,107,155,239361.33
2026-07-18,South India,Apparel,137,235,331350.16
2026-07-18,South India,Accessories,94,158,203060.46
2026-07-18,South India,Footwear,127,224,261273.3
2026-07-19,West India,Apparel,127,214,331564.27
2026-07-19,West India,Accessories,88,115,206289.24
2026-07-19,West India,Footwear,112,179,273390.08
2026-07-19,North India,Apparel,154,221,289841.8
2026-07-19,North India,Accessories,103,156,189088.77
2026-07-19,North India,Footwear,111,167,236309.85
2026-07-19,South India,Apparel,158,276,319267.54
2026-07-19,South India,Accessories,98,152,202852.97
2026-07-19,South India,Footwear,120,186,241446.5
2026-07-20,West India,Apparel,147,232,306679.59
2026-07-20,West India,Accessories,77,109,191655.81
2026-07-20,West India,Footwear,105,187,257045.37
2026-07-20,North India,Apparel,131,204,251687.83
2026-07-20,North India,Accessories,67,106,165289.86
2026-07-20,North India,Footwear,79,107,201291.75
2026-07-20,South India,Apparel,116,154,277940.87
2026-07-20,South India,Accessories,67,89,164369.72
2026-07-20,South India,Footwear,107,174,214796.45
2026-07-21,West India,Apparel,121,211,310587.34
2026-07-21,West India,Accessories,98,156,202619.3
2026-07-21,West India,Footwear,118,162,255576.83
2026-07-21,North India,Apparel,101,154,263073.6
2026-07-21,North India,Accessories,80,140,176360.2
2026-07-21,North India,Footwear,117,206,221471.83
2026-07-21,South India,Apparel,136,200,280621.2
2026-07-21,South India,Accessories,80,111,171864.76
2026-07-21,South India,Footwear,113,186,227326.11
2026-07-22,West India,Apparel,183,297,335533.72
2026-07-22,West India,Accessories,94,126,219573.2
2026-07-22,West India,Footwear,103,179,248125.17
2026-07-22,North India,Apparel,135,200,279029.3
2026-07-22,North India,Accessories,86,114,177077.14
2026-07-22,North India,Footwear,105,156,210931.11
2026-07-22,South India,Apparel,138,222,277430.34
2026-07-22,South India,Accessories,87,136,182573.53
2026-07-22,South India,Footwear,109,173,229999.43
2026-07-23,West India,Apparel,153,268,339438.51
2026-07-23,West India,Accessories,111,168,205886.88
2026-07-23,West India,Footwear,101,154,262168.53
2026-07-23,North India,Apparel,131,178,295309.21
2026-07-23,North India,Accessories,78,129,172431.62
2026-07-23,North India,Footwear,89,142,205569.75
2026-07-23,South India,Apparel,119,206,295245.02
2026-07-23,South India,Accessories,81,114,183999.22
2026-07-23,South India,Footwear,106,160,247165.68
2026-07-24,West India,Apparel,158,260,328229.29
2026-07-24,West India,Accessories,109,190,204642.63
2026-07-24,West India,Footwear,135,195,265213.08
2026-07-24,North India,Apparel,127,203,302404.61
2026-07-24,North India,Accessories,91,120,185686.58
2026-07-24,North India,Footwear,116,151,213622.03
2026-07-24,South India,Apparel,124,208,319508.66
2026-07-24,South India,Accessories,89,135,194827.69
2026-07-24,South India,Footwear,103,156,229537.92
2026-07-25,West India,Apparel,149,267,375986.36
2026-07-25,West India,Accessories,103,143,218417.37
2026-07-25,West India,Footwear,141,195,287266.96
2026-07-25,North India,Apparel,139,244,305591.21
2026-07-25,North India,Accessories,104,156,193680.15
2026-07-25,North India,Footwear,123,220,247797.93
2026-07-25,South India,Apparel,159,252,311428.6
2026-07-25,South India,Accessories,83,123,188090.77
2026-07-25,South India,Footwear,138,208,264123.58
2026-07-26,West India,Apparel,145,215,362594.9
2026-07-26,West India,Accessories,123,170,229532.73
2026-07-26,West India,Footwear,121,174,290433.31
2026-07-26,North India,Apparel,170,294,316747.77
2026-07-26,North India,Accessories,98,128,183737.02
2026-07-26,North India,Footwear,93,131,233311.39
2026-07-26,South India,Apparel,148,251,317338.5
2026-07-26,South India,Accessories,96,172,213322.98
2026-07-26,South India,Footwear,102,135,253647.93
2026-07-27,West India,Apparel,130,212,326438.55
2026-07-27,West India,Accessories,97,146,195615.46
2026-07-27,West India,Footwear,118,180,261983.45
2026-07-27,North India,Apparel,135,192,276444.01
2026-07-27,North India,Accessories,78,135,150473.55
2026-07-27,North India,Footwear,113,186,217159.96
2026-07-27,South India,Apparel,136,187,271511.05
2026-07-27,South India,Accessories,94,158,173620.75
2026-07-27,South India,Footwear,130,217,239865.02
2026-07-28,West India,Apparel,149,250,340325.22
2026-07-28,West India,Accessories,105,167,190208.76
2026-07-28,West India,Footwear,124,172,249085.93
2026-07-28,North India,Apparel,131,209,295748.25
2026-07-28,North India,Accessories,74,129,177995.77
2026-07-28,North India,Footwear,105,165,210070.9
2026-07-28,South India,Apparel,145,256,300878.67
2026-07-28,South India,Accessories,75,113,194588.83
2026-07-28,South India,Footwear,107,144,235955.17
2026-07-29,West India,Apparel,160,213,356784.76
2026-07-29,West India,Accessories,115,160,218744.29
2026-07-29,West India,Footwear,142,248,266724.19
2026-07-29,North India,Apparel,143,235,266918.43
2026-07-29,North India,Accessories,75,128,181206.64
2026-07-29,North India,Footwear,103,150,233926.68
2026-07-29,South India,Apparel,123,196,316397.87
2026-07-29,South India,Accessories,91,152,196062.86
2026-07-29,South India,Footwear,116,162,224478.89
2026-07-30,West India,Apparel,158,250,346532.87
2026-07-30,West India,Accessories,98,155,209265.58
2026-07-30,West India,Footwear,117,194,272915.32
2026-07-30,North India,Apparel,120,193,294271.18
2026-07-30,North India,Accessories,80,108,184312.36
2026-07-30,North India,Footwear,103,178,229607.57
2026-07-30,South India,Apparel,161,256,302759.62
2026-07-30,South India,Accessories,75,128,179896.98
2026-07-30,South India,Footwear,110,161,252093.36
2026-07-31,West India,Apparel,147,244,366826.64
2026-07-31,West India,Accessories,105,139,220443.27
2026-07-31,West India,Footwear,143,212,281073.34
2026-07-31,North India,Apparel,135,191,299057.31
2026-07-31,North India,Accessories,86,146,179154.22
2026-07-31,North India,Footwear,98,166,238925.14
2026-07-31,South India,Apparel,147,194,312053.75
2026-07-31,South India,Accessories,79,123,199457.86
2026-07-31,South India,Footwear,123,210,243503.23
2026-08-01,West India,Apparel,228,374,416931.52
2026-08-01,West India,Accessories,98,140,243284.89
2026-08-01,West India,Footwear,115,203,293840.88
2026-08-01,North India,Apparel,138,211,320127.42
2026-08-01,North India,Accessories,103,138,197111.23
2026-08-01,North India,Footwear,98,134,242172.47
2026-08-01,South India,Apparel,147,206,329589.88
2026-08-01,South India,Accessories,93,138,209930.55
2026-08-01,South India,Footwear,106,145,268393.3
2026-08-02,West India,Apparel,151,258,381897.23
2026-08-02,West India,Accessories,102,165,234389.89
2026-08-02,West India,Footwear,166,295,302357.47
2026-08-02,North India,Apparel,128,190,311032.61
2026-08-02,North India,Accessories,89,138,198278.85
2026-08-02,North India,Footwear,124,176,257755.66
2026-08-02,South India,Apparel,163,290,342542.6
2026-08-02,South India,Accessories,99,143,205507.16
2026-08-02,South India,Footwear,125,202,275169.25
2026-08-03,West India,Apparel,149,245,302493.83
2026-08-03,West India,Accessories,103,157,207066.73
2026-08-03,West India,Footwear,113,185,259889.51
2026-08-03,North India,Apparel,132,211,293323.16
2026-08-03,North India,Accessories,93,125,170808.3
2026-08-03,North India,Footwear,84,109,218866.64
2026-08-03,South India,Apparel,120,205,288819.53
2026-08-03,South India,Accessories,81,133,186373.9
2026-08-03,South India,Footwear,128,225,244348.21
2026-08-04,West India,Apparel,139,186,343424.9
2026-08-04,West India,Accessories,121,184,219652.48
2026-08-04,West India,Footwear,144,219,280115.08
2026-08-04,North India,Apparel,124,216,299693.29
2026-08-04,North India,Accessories,95,137,181232.74
2026-08-04,North India,Footwear,118,177,222459.28
2026-08-04,South India,Apparel,124,186,318292.82
2026-08-04,South India,Accessories,88,147,190909.76
2026-08-04,South India,Footwear,124,199,238760.66
2026-08-05,West India,Apparel,143,211,335313.43
2026-08-05,West India,Accessories,89,137,220496.24
2026-08-05,West India,Footwear,139,215,282244.83
2026-08-05,North India,Apparel,125,213,312359.35
2026-08-05,North India,Accessories,76,135,190498.11
2026-08-05,North India,Footwear,98,155,250622.16
2026-08-05,South India,Apparel,143,210,323556.46
2026-08-05,South India,Accessories,101,135,202473.62
2026-08-05,South India,Footwear,104,167,263531.7
2026-08-06,West India,Apparel,167,255,358243.12
2026-08-06,West India,Accessories,93,130,228900.27
2026-08-06,West India,Footwear,118,187,285092.28
2026-08-06,North India,Apparel,150,261,305336.97
2026-08-06,North India,Accessories,80,130,195503.29
2026-08-06,North India,Footwear,87,131,227551.69
2026-08-06,South India,Apparel,136,207,326112.93
2026-08-06,South India,Accessories,97,153,205814.01
2026-08-06,South India,Footwear,129,221,257193.61
2026-08-07,West India,Apparel,172,244,365647.37
2026-08-07,West India,Accessories,90,157,220257.3
2026-08-07,West India,Footwear,130,199,294366.89
2026-08-07,North India,Apparel,148,221,320746.77
2026-08-07,North India,Accessories,79,122,180728.76
2026-08-07,North India,Footwear,102,170,251090.24
2026-08-07,South India,Apparel,132,227,322188.48
2026-08-07,South India,Accessories,90,129,206175.13
2026-08-07,South India,Footwear,135,220,269669.44
2026-08-08,West India,Apparel,174,308,385692.3
2026-08-08,West India,Accessories,95,170,239018.16
2026-08-08,West India,Footwear,171,255,314019.83
2026-08-08,North India,Apparel,142,222,335959.74
2026-08-08,North India,Accessories,82,135,202935.87
2026-08-08,North India,Footwear,107,151,269064.77
2026-08-08,South India,Apparel,147,262,341389.77
2026-08-08,South India,Accessories,103,141,207559.73
2026-08-08,South India,Footwear,143,221,283369.17
2026-08-09,West India,Apparel,204,321,369823.32
2026-08-09,West India,Accessories,95,140,232616.71
2026-08-09,West India,Footwear,148,247,287285.42
2026-08-09,North India,Apparel,165,246,316184.75
2026-08-09,North India,Accessories,109,157,197087.43
2026-08-09,North India,Footwear,124,178,256381.03
2026-08-09,South India,Apparel,177,276,345580.14
2026-08-09,South India,Accessories,98,131,222227.75
2026-08-09,South India,Footwear,138,232,269263.05
2026-08-10,West India,Apparel,138,193,335406.35
2026-08-10,West India,Accessories,91,119,201942.28
2026-08-10,West India,Footwear,111,190,264193.63
2026-08-10,North India,Apparel,105,178,265543.96
2026-08-10,North India,Accessories,75,122,179171.38
2026-08-10,North India,Footwear,93,163,215981.51
2026-08-10,South India,Apparel,146,195,300452.46
2026-08-10,South India,Accessories,87,142,188362.64
2026-08-10,South India,Footwear,88,121,230714.43
2026-08-11,West India,Apparel,134,177,337412.51
2026-08-11,West India,Accessories,100,162,209479.4
2026-08-11,West India,Footwear,131,179,264854.82
2026-08-11,North India,Apparel,158,255,298417.78
2026-08-11,North India,Accessories,94,154,186584.62
2026-08-11,North India,Footwear,98,173,219993.98
2026-08-11,South India,Apparel,122,163,303071.59
2026-08-11,South India,Accessories,69,118,181288.08
2026-08-11,South India,Footwear,101,149,233958.89
2026-08-12,West India,Apparel,138,248,334745.46
2026-08-12,West India,Accessories,121,193,225094.61
2026-08-12,West India,Footwear,131,191,262168.47
2026-08-12,North India,Apparel,157,217,306208.28
2026-08-12,North India,Accessories,72,118,181376.48
2026-08-12,North India,Footwear,127,200,232668.09
2026-08-12,South India,Apparel,137,207,312811.59
2026-08-12,South India,Accessories,97,159,197491.96
2026-08-12,South India,Footwear,97,173,250441.33
2026-08-13,West India,Apparel,153,215,333651.12
2026-08-13,West India,Accessories,86,121,205679.35
2026-08-13,West India,Footwear,125,214,272864.27
2026-08-13,North India,Apparel,127,206,294833.41
2026-08-13,North India,Accessories,84,111,176498.62
2026-08-13,North India,Footwear,103,156,221760.75
2026-08-13,South India,Apparel,163,259,322113.27
2026-08-13,South India,Accessories,106,178,196798.3
2026-08-13,South India,Footwear,113,171,238770.24
2026-08-14,West India,Apparel,167,280,344882.46
2026-08-14,West India,Accessories,90,136,211269.95
2026-08-14,West India,Footwear,131,204,279770.69
2026-08-14,North India,Apparel,161,242,303812.49
2026-08-14,North India,Accessories,89,140,190925.96
2026-08-14,North India,Footwear,123,198,225355.57
2026-08-14,South India,Apparel,161,229,294212.43
2026-08-14,South India,Accessories,97,139,191621.23
2026-08-14,South India,Footwear,109,141,242356.94
2026-08-15,West India,Apparel,192,302,360379.18
2026-08-15,West India,Accessories,104,146,233700.86
2026-08-15,West India,Footwear,113,153,289459.34
2026-08-15,North India,Apparel,162,290,312270.72
2026-08-15,North India,Accessories,90,161,206582.43
2026-08-15,North India,Footwear,91,127,235693.2
2026-08-15,South India,Apparel,149,222,319014.65
2026-08-15,South India,Accessories,108,194,208906.72
2026-08-15,South India,Footwear,111,198,258496.47
2026-08-16,West India,Apparel,143,226,365319.11
2026-08-16,West India,Accessories,111,173,213867.14
2026-08-16,West India,Footwear,132,181,286960.56
2026-08-16,North India,Apparel,128,168,319580.9
2026-08-16,North India,Accessories,70,91,183262.24
2026-08-16,North India,Footwear,101,134,238432.61
2026-08-16,South India,Apparel,130,207,305677.27
2026-08-16,South India,Accessories,93,148,221183.75
2026-08-16,South India,Footwear,113,196,255835.95
2026-08-17,West India,Apparel,137,208,282066.59
2026-08-17,West India,Accessories,87,118,165005.05
2026-08-17,West India,Footwear,106,189,198760.36
2026-08-17,North India,Apparel,125,188,253566.86
2026-08-17,North India,Accessories,68,120,166988.01
2026-08-17,North India,Footwear,105,177,203695.39
2026-08-17,South India,Apparel,109,169,277899.17
2026-08-17,South India,Accessories,86,112,166541.56
2026-08-17,South India,Footwear,81,109,210685.51
2026-08-18,West India,Apparel,158,259,299529.49
2026-08-18,West India,Accessories,96,160,184638.08
2026-08-18,West India,Footwear,114,193,233968.08
2026-08-18,North India,Apparel,107,166,273912.6
2026-08-18,North India,Accessories,69,114,162464.22
2026-08-18,North India,Footwear,90,144,227441.56
2026-08-18,South India,Apparel,156,250,293230.04
2026-08-18,South India,Accessories,95,126,191063.38
2026-08-18,South India,Footwear,114,182,220185.7
2026-08-19,West India,Apparel,125,190,290540.3
2026-08-19,West India,Accessories,89,142,189456.67
2026-08-19,West India,Footwear,123,230,229322.17
2026-08-19,North India,Apparel,118,188,292307.7
2026-08-19,North India,Accessories,65,87,157364.55
2026-08-19,North India,Footwear,95,128,215895.24
2026-08-19,South India,Apparel,129,186,310407.13
2026-08-19,South India,Accessories,76,125,183439.78
2026-08-19,South India,Footwear,99,175,235279.29
2026-08-20,West India,Apparel,144,214,281798.17
2026-08-20,West India,Accessories,79,127,180080.67
2026-08-20,West India,Footwear,114,163,221018.29
2026-08-20,North India,Apparel,112,179,279294.01
2026-08-20,North India,Accessories,70,93,171886.86
2026-08-20,North India,Footwear,109,195,216667.19
2026-08-20,South India,Apparel,125,162,286817.36
2026-08-20,South India,Accessories,81,120,188727.69
2026-08-20,South India,Footwear,93,141,224500.32
2026-08-21,West India,Apparel,136,249,296968.12
2026-08-21,West India,Accessories,86,121,204554.58
2026-08-21,West India,Footwear,103,173,236542.03
2026-08-21,North India,Apparel,147,206,283873.28
2026-08-21,North India,Accessories,79,120,180188.36
2026-08-21,North India,Footwear,94,139,237753.35
2026-08-21,South India,Apparel,141,196,300162.14
2026-08-21,South India,Accessories,94,122,204762.38
2026-08-21,South India,Footwear,101,167,248584.66
2026-08-22,West India,Apparel,128,196,305707.75
2026-08-22,West India,Accessories,86,129,186551.97
2026-08-22,West India,Footwear,144,246,258636.28
2026-08-22,North India,Apparel,124,180,300761.6
2026-08-22,North India,Accessories,85,133,185507.98
2026-08-22,North India,Footwear,96,168,241259.22
2026-08-22,South India,Apparel,116,177,300086.56
2026-08-22,South India,Accessories,108,161,203214.09
2026-08-22,South India,Footwear,98,136,252226.68
2026-08-23,West India,Apparel,136,230,309191.97
2026-08-23,West India,Accessories,103,175,201465.67
2026-08-23,West India,Footwear,107,162,257976.82
2026-08-23,North India,Apparel,126,205,299860.52
2026-08-23,North India,Accessories,84,115,194764.01
2026-08-23,North India,Footwear,114,163,230635.57
2026-08-23,South India,Apparel,156,228,323979.55
2026-08-23,South India,Accessories,106,148,207353.42
2026-08-23,South India,Footwear,126,207,240625.44
